schema_version,experiment,scheme,traffic_pattern,run_id,flow_id,source_tor,source_server,destination_tor,destination_server,path_type,size_bytes,received_bytes,start_time_s,completion_time_s,fct_s,completed
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,119,2,7,3,8,optical-direct,20000,20000,0.040696712,0.048513521,0.007816809,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,120,0,8,1,9,optical-direct,20000,20000,0.040759738,0.051047641,0.010287903,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,121,2,9,3,10,optical-direct,20000,20000,0.040927971,0.048439921,0.00751195,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,122,3,10,2,11,optical-direct,20000,20000,0.04096583,0.047603641,0.006637811,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,123,0,11,1,12,optical-direct,20000,20000,0.041203484,0.050820321,0.009616837,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,124,2,12,3,13,optical-direct,20000,20000,0.041239396,0.050828106,0.00958871,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,125,3,13,2,14,optical-direct,20000,20000,0.041352958,0.049481601,0.008128643,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,126,2,14,3,15,optical-direct,20000,20000,0.041440842,0.050258561,0.008817719,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,127,2,15,3,0,optical-direct,20000,20000,0.042584739,0.050771761,0.008187022,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,128,1,0,0,1,optical-direct,20000,20000,0.042693463,0.050784721,0.008091258,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,129,2,1,3,2,optical-direct,20000,20000,0.042782156,0.047265921,0.004483765,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,130,1,2,0,3,optical-direct,20000,20000,0.042814163,0.050896881,0.008082718,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,131,1,3,0,4,optical-direct,20000,20000,0.043095538,0.050780561,0.007685023,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,132,3,4,2,5,optical-direct,20000,20000,0.043275924,0.048440081,0.005164157,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,133,1,5,0,6,optical-direct,20000,20000,0.043428796,0.049934001,0.006505205,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,134,0,6,1,7,optical-direct,20000,20000,0.043987669,0.050318041,0.006330372,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,135,0,7,1,8,optical-direct,20000,20000,0.04410172,0.050171321,0.006069601,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,136,3,8,1,9,optical-direct,20000,20000,0.044522951,0.047390881,0.00286793,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,137,0,9,1,10,optical-direct,20000,20000,0.04483935,0.051739321,0.006899971,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,138,0,10,1,11,optical-direct,20000,20000,0.045024921,0.052293561,0.00726864,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,139,0,11,2,12,optical-direct,20000,20000,0.045489525,0.048436281,0.002946756,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,140,1,12,3,13,optical-direct,20000,20000,0.045675621,0.048602721,0.0029271,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,141,2,13,3,14,optical-direct,20000,20000,0.045862049,0.053200921,0.007338872,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,142,3,14,2,15,optical-direct,20000,20000,0.046011805,0.052359601,0.006347796,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,143,1,15,0,0,optical-direct,20000,20000,0.04606729,0.050530961,0.004463671,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,144,1,0,0,1,optical-direct,20000,20000,0.046989838,0.054670961,0.007681123,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,145,1,1,0,2,optical-direct,20000,20000,0.047817114,0.055083601,0.007266487,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,146,3,2,2,3,optical-direct,20000,20000,0.048324803,0.050516366,0.002191563,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,147,0,3,1,4,optical-direct,20000,20000,0.048644126,0.053960161,0.005316035,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,148,0,4,1,5,optical-direct,20000,20000,0.048656347,0.053230081,0.004573734,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,149,3,5,2,6,optical-direct,20000,20000,0.049010431,0.051211001,0.00220057,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,150,0,6,2,7,optical-direct,20000,20000,0.049056763,0.051671641,0.002614878,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,151,2,7,3,8,optical-direct,20000,20000,0.049172979,0.051782681,0.002609702,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,152,3,8,2,9,optical-direct,20000,20000,0.049322166,0.051531121,0.002208955,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,153,0,9,1,10,optical-direct,20000,20000,0.049429197,0.054862441,0.005433244,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,154,1,10,0,11,optical-direct,20000,20000,0.049454813,0.054694561,0.005239748,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,155,1,11,0,12,optical-direct,20000,20000,0.049509825,0.053330841,0.003821016,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,156,0,12,3,13,optical-direct,20000,20000,0.049568586,0.051927466,0.00235888,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,157,1,13,2,14,optical-direct,20000,20000,0.050499307,0.052673227,0.00217392,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,158,2,14,3,15,optical-direct,20000,20000,0.050653919,0.055647481,0.004993562,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,159,2,15,3,0,optical-direct,20000,20000,0.050671023,0.055811161,0.005140138,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,160,1,0,0,1,optical-direct,20000,20000,0.051121274,0.056427601,0.005306327,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,161,2,1,3,2,optical-direct,20000,20000,0.051239538,0.053999281,0.002759743,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,162,0,2,1,3,optical-direct,20000,20000,0.05131574,0.056112433,0.004796693,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,163,3,3,2,4,optical-direct,20000,20000,0.05265039,0.057049521,0.004399131,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,164,3,4,2,5,optical-direct,20000,20000,0.053395431,0.057114481,0.00371905,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,165,1,5,0,6,optical-direct,20000,20000,0.053870233,0.058262873,0.00439264,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,166,1,6,0,7,optical-direct,20000,20000,0.054221242,0.059134553,0.004913311,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,167,1,7,0,8,optical-direct,20000,20000,0.054234739,0.059971513,0.005736774,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,168,0,8,1,9,optical-direct,20000,20000,0.054795186,0.057513193,0.002718007,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,169,1,9,0,10,optical-direct,20000,20000,0.055274484,0.057929993,0.002655509,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,170,2,10,3,11,optical-direct,20000,20000,0.05547698,0.058048668,0.002571688,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,171,3,11,2,12,optical-direct,20000,20000,0.055729952,0.05821702,0.002487068,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,172,2,12,3,13,optical-direct,20000,20000,0.055768548,0.057989668,0.00222112,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,173,1,13,0,14,optical-direct,20000,20000,0.055821169,0.058472113,0.002650944,true
tl-hoc-v7,v7-community-main-static-ocs-rho0p3-seed1,static-ocs,community-local,1,174,0,14,1,15,optical-direct,20000,20000,0.056058129,0.058376074,0.002317945,true
